"","ID","plotref","Site","Country","Plot","Genus","Species","MeanLL","MeanSLA","MeanLDMC","MeanLA","MaxH","MaxLS","site_ID","GRAZ","ARIDITY.v3","sp_fullname"
"1518",251,"78_2","Wheatlands","South Africa",2,"Felicia","hirsuta",NA,NA,NA,NA,NA,NA,78,2,0.8508,"Felicia hirsuta"
"1519",251,"78_2","Wheatlands","South Africa",2,"Eriocephalus","ericoides",0.6,57.85106383,0.408695652,0.046084746,22,1978,78,2,0.8508,"Eriocephalus ericoides"
"1522",251,"78_2","Wheatlands","South Africa",2,"Pentzia","incana",0.69,113.6484777,0.319197729,0.042760928,17,468,78,2,0.8508,"Pentzia incana"
"1524",251,"78_2","Wheatlands","South Africa",2,"Trichodiadema","setuliferum",NA,NA,NA,NA,NA,NA,78,2,0.8508,"Trichodiadema setuliferum"
"1525",251,"78_2","Wheatlands","South Africa",2,"Enneapogon","scaber",7.3975,151.1157116,0.499356557,0.293713207,10,99,78,2,0.8508,"Enneapogon scaber"
"1526",251,"78_2","Wheatlands","South Africa",2,"Ruschia","spinosa",1.002941176,39.25510837,0.171353632,0.269354432,25,2016,78,2,0.8508,"Ruschia spinosa"
"1527",251,"78_2","Wheatlands","South Africa",2,"Monsonia","crassicaulis",1.443,91.5422132,0.289705736,0.397932702,30,4800,78,2,0.8508,"Monsonia crassicaulis"
"1528",251,"78_2","Wheatlands","South Africa",2,"Thesium","hystrix",0.11,118.4285714,0.777777778,0.005639456,8,224,78,2,0.8508,"Thesium hystrix"
"1529",251,"78_2","Wheatlands","South Africa",2,"Hermannia","cuneifolia",0.833333333,104.1594692,0.340237104,0.33924359,18,850,78,2,0.8508,"Hermannia cuneifolia"
"1530",251,"78_2","Wheatlands","South Africa",2,"Indigofera","sessilifolia",0.688,75.59055807,0.393816475,0.061287665,34,3717,78,2,0.8508,"Indigofera sessilifolia"
"1532",251,"78_2","Wheatlands","South Africa",2,"Trichodiadema","sp.",0.91,60.80374742,0.11602378,0.186306788,9,140,78,2,0.8508,"Trichodiadema sp."
"1533",251,"78_2","Wheatlands","South Africa",2,"Limeum","aethiopicum",0.8,73.60869565,0.310810811,0.153909091,1.5,25,78,2,0.8508,"Limeum aethiopicum"
"1535",251,"78_2","Wheatlands","South Africa",2,"Euphorbia","ferox",NA,NA,NA,NA,21,3510,78,2,0.8508,"Euphorbia ferox"
"1538",251,"78_2","Wheatlands","South Africa",2,"Drosanthemum","praecultum",0.973333333,87.52341705,0.099973704,0.174568655,18,378,78,2,0.8508,"Drosanthemum praecultum"
"1539",251,"78_2","Wheatlands","South Africa",2,"Chrysocoma","ciliata",1.17,90.73972603,0.410704694,0.05931952,24,594,78,2,0.8508,"Chrysocoma ciliata"
"1540",251,"78_2","Wheatlands","South Africa",2,"Bulbine","frutescens",4.491666667,195.8293565,0.043594408,0.827822222,12.5,80,78,2,0.8508,"Bulbine frutescens"
"1541",251,"78_2","Wheatlands","South Africa",2,"Anacampseros","arachnoides",NA,NA,NA,NA,NA,NA,78,2,0.8508,"Anacampseros arachnoides"
"1542",251,"78_2","Wheatlands","South Africa",2,"Asparagus","capensis",0.82,210.3928571,0.314606742,0.030365979,46,2310,78,2,0.8508,"Asparagus capensis"
"1543",251,"78_2","Wheatlands","South Africa",2,"Crassula","muscosa",NA,NA,NA,NA,NA,NA,78,2,0.8508,"Crassula muscosa"
"1545",251,"78_2","Wheatlands","South Africa",2,"Blepharis","capensis",2.5425,61.53269035,0.349312489,0.814942857,14,340,78,2,0.8508,"Blepharis capensis"
"1546",251,"78_2","Wheatlands","South Africa",2,"Aristida","diffusa",12.92857143,90.4309997,0.459726158,0.71227534,17,238,78,2,0.8508,"Aristida diffusa"
"1549",252,"78_4","Wheatlands","South Africa",4,"Indigofera","sessilifolia",0.8,80.69230769,0.40625,0.05245,3,3.75,78,0,0.8542,"Indigofera sessilifolia"
"1552",252,"78_4","Wheatlands","South Africa",4,"Drosanthemum","lique",1.023333333,52.81038008,0.139675237,0.16462299,29,1023,78,0,0.8542,"Drosanthemum lique"
"1553",252,"78_4","Wheatlands","South Africa",4,"Rosenia","humilis",1.01,73.46630853,0.586790293,0.079899176,20,1224,78,0,0.8542,"Rosenia humilis"
"1556",252,"78_4","Wheatlands","South Africa",4,"Senecio","acutifolius",1.242,80.3235122,0.125608447,0.114574703,29,2337,78,0,0.8542,"Senecio acutifolius"
"1557",252,"78_4","Wheatlands","South Africa",4,"Eragrostis","lehmanniana",8.7,70.52930403,0.550093255,0.304232143,11,63,78,0,0.8542,"Eragrostis lehmanniana"
"1558",252,"78_4","Wheatlands","South Africa",4,"Geigeria","ornativa",6.05,96.98701299,0.36492891,1.244666667,4,154,78,0,0.8542,"Geigeria ornativa"
"1560",252,"78_4","Wheatlands","South Africa",4,"Limeum","aethiopicum",1.38,NA,NA,0.336888889,NA,NA,78,0,0.8542,"Limeum aethiopicum"
"1562",252,"78_4","Wheatlands","South Africa",4,"Senecio","radicans",1.613571429,63.58113396,0.061905819,0.469908315,15,770,78,0,0.8542,"Senecio radicans"
"1563",252,"78_4","Wheatlands","South Africa",4,"Hypertelis","bowkeriana",2.095,93.71029777,0.160366826,0.190938492,20,220,78,0,0.8542,"Hypertelis bowkeriana"
"1565",252,"78_4","Wheatlands","South Africa",4,"Trichodiadema","setuliferum",1.891111111,54.14603491,0.110125926,0.357266383,36,1452,78,0,0.8542,"Trichodiadema setuliferum"
"1566",252,"78_4","Wheatlands","South Africa",4,"Aristida","congesta",12.397,121.7957674,0.819096049,0.380853378,21,342,78,0,0.8542,"Aristida congesta"
"1567",252,"78_4","Wheatlands","South Africa",4,"Trichodiadema","sp.",0.955625,51.68039709,0.136373495,0.216911325,13,1800,78,0,0.8542,"Trichodiadema sp."
"1568",252,"78_4","Wheatlands","South Africa",4,"Barleria","rigida",1.44,59.2173913,0.522727273,0.454,14,525,78,0,0.8542,"Barleria rigida"
"1569",252,"78_4","Wheatlands","South Africa",4,"Thesium","hystrix",0.2,105.6666667,0.5,0.008567568,14,396,78,0,0.8542,"Thesium hystrix"
"1570",252,"78_4","Wheatlands","South Africa",4,"Lycium","cinereum",1.07,108.7823424,0.220043669,0.050045094,46,1080,78,0,0.8542,"Lycium cinereum"
"1571",252,"78_4","Wheatlands","South Africa",4,"Pentzia","incana",3.241176471,78.77538252,0.52489676,0.053541066,27,1320,78,0,0.8542,"Pentzia incana"
"1572",252,"78_4","Wheatlands","South Africa",4,"Monsonia","crassicaulis",1.12,113.25,0.275862069,0.201333333,17,990,78,0,0.8542,"Monsonia crassicaulis"
"1573",252,"78_4","Wheatlands","South Africa",4,"Eragrostis","obtusa",11.3,58.73517649,0.490337046,0.622969444,16,170,78,0,0.8542,"Eragrostis obtusa"
"1574",252,"78_4","Wheatlands","South Africa",4,"Enneapogon","scaber",7.368571429,110.5935655,0.607947817,0.224555474,12,299,78,0,0.8542,"Enneapogon scaber"
"1575",252,"78_4","Wheatlands","South Africa",4,"Blepharis","capensis",3.5,48.60645161,0.324947589,1.5068,2.5,59.5,78,0,0.8542,"Blepharis capensis"
"1577",252,"78_4","Wheatlands","South Africa",4,"Ruschia","spinosa",0.803333333,31.7655089,0.219082239,0.249344322,14,690,78,0,0.8542,"Ruschia spinosa"
"1578",252,"78_4","Wheatlands","South Africa",4,"Crassula","muscosa",0.285,94.28452381,0.38640873,0.010166187,7,39,78,0,0.8542,"Crassula muscosa"
"1579",252,"78_4","Wheatlands","South Africa",4,"Drosanthemum","praecultum",0.966666667,51.88886669,0.150821701,0.151517705,20,288,78,0,0.8542,"Drosanthemum praecultum"
"1580",272,"84_1","Ciempozuelos","Spain",1,"Helianthemum","asperum",1.208333333,85.57969967,0.404096004,0.259106002,10,192,84,3,0.7498,"Helianthemum asperum"
"1581",272,"84_1","Ciempozuelos","Spain",1,"Coronilla","minima",2.545,71.80043771,0.437256769,0.619369643,5,256,84,3,0.7498,"Coronilla minima"
"1582",272,"84_1","Ciempozuelos","Spain",1,"Astragalus","incanus",5.400769231,78.39835508,0.380998074,2.528689824,5,360,84,3,0.7498,"Astragalus incanus"
"1584",272,"84_1","Ciempozuelos","Spain",1,"Teucrium","gnaphalodes",1.047,91.7552979,0.506203643,0.17781068,16,930,84,3,0.7498,"Teucrium gnaphalodes"
"1585",272,"84_1","Ciempozuelos","Spain",1,"Teucrium","capitatum",NA,NA,NA,NA,NA,NA,84,3,0.7498,"Teucrium capitatum"
"1587",272,"84_1","Ciempozuelos","Spain",1,"Helianthemum","hirtum",1.147272727,82.89603287,0.411338196,0.226098311,8,264,84,3,0.7498,"Helianthemum hirtum"
"1588",272,"84_1","Ciempozuelos","Spain",1,"Stipa","barbata",10.3285,42.04452568,0.669609788,0.383366556,17,288,84,3,0.7498,"Stipa barbata"
"1589",272,"84_1","Ciempozuelos","Spain",1,"Stipa","parviflora",15.26,41.46328146,0.553239692,7.594,12,147,84,3,0.7498,"Stipa parviflora"
"1590",272,"84_1","Ciempozuelos","Spain",1,"Plantago","albicans",5.443,72.13273988,0.334722888,0.891754623,7,140,84,3,0.7498,"Plantago albicans"
"1591",272,"84_1","Ciempozuelos","Spain",1,"Phlomis","lychnitis",7.204285714,71.58120156,0.388800875,2.737977922,17,660,84,3,0.7498,"Phlomis lychnitis"
"1594",272,"84_1","Ciempozuelos","Spain",1,"Hedysarum","boveanum",6.27,70.73629531,0.330242163,2.107083333,8,540,84,3,0.7498,"Hedysarum boveanum"
"1595",272,"84_1","Ciempozuelos","Spain",1,"Matthiola","fruticulosa",3.154666667,91.16675711,0.343675149,0.177746106,12,144,84,3,0.7498,"Matthiola fruticulosa"
"1596",272,"84_1","Ciempozuelos","Spain",1,"Thymus","zygis",0.689642857,84.26986648,0.399440485,0.037953452,13,1517,84,3,0.7498,"Thymus zygis"
"1597",272,"84_1","Ciempozuelos","Spain",1,"Helianthemum","small",0.612857143,70.59779247,0.588797428,0.061761386,6,240,84,3,0.7498,"Helianthemum small"
"1598",273,"84_2","Ciempozuelos","Spain",2,"Stipa","parviflora",24.456,42.24579154,0.566165743,6.5224,38,1886,84,2,0.7485,"Stipa parviflora"
"1599",273,"84_2","Ciempozuelos","Spain",2,"Hedysarum","boveanum",5.564285714,62.80999852,0.397172148,1.997948065,16,384,84,2,0.7485,"Hedysarum boveanum"
"1600",273,"84_2","Ciempozuelos","Spain",2,"Genista","scorpius",0.54,78.07453416,0.399008674,0.064461538,30,990,84,2,0.7485,"Genista scorpius"
"1601",273,"84_2","Ciempozuelos","Spain",2,"Plantago","albicans",4.950666667,81.85447685,0.309164182,1.627720179,15,300,84,2,0.7485,"Plantago albicans"
"1602",273,"84_2","Ciempozuelos","Spain",2,"Astragalus","incanus",6.172857143,75.04713575,0.365350405,3.998,11,648,84,2,0.7485,"Astragalus incanus"
"1603",273,"84_2","Ciempozuelos","Spain",2,"Helianthemum","small",0.548888889,67.98093041,0.588982977,0.063397004,13,306,84,2,0.7485,"Helianthemum small"
"1605",273,"84_2","Ciempozuelos","Spain",2,"Teucrium","capitatum",0.954,88.10181099,0.494398832,0.13675925,10,437,84,2,0.7485,"Teucrium capitatum"
"1606",273,"84_2","Ciempozuelos","Spain",2,"Thymus","zygis",0.707894737,85.72487283,0.494585796,0.045234043,NA,NA,84,2,0.7485,"Thymus zygis"
"1607",273,"84_2","Ciempozuelos","Spain",2,"Coronilla","minima",3.88,88.86999183,0.459538382,0.96229061,5,1849,84,2,0.7485,"Coronilla minima"
"1609",273,"84_2","Ciempozuelos","Spain",2,"Helianthemum","asperum",1.42125,87.92760067,0.396416604,0.324944766,13,420,84,2,0.7485,"Helianthemum asperum"
"1610",273,"84_2","Ciempozuelos","Spain",2,"Phlomis","lychnitis",5.66,78.445609,0.408485969,1.895469907,15,224,84,2,0.7485,"Phlomis lychnitis"
"1612",273,"84_2","Ciempozuelos","Spain",2,"Helianthemum","hirtum",1.087272727,78.99879594,0.465912193,0.230065928,11,240,84,2,0.7485,"Helianthemum hirtum"
"1613",273,"84_2","Ciempozuelos","Spain",2,"Teucrium","gnaphalodes",0.966,96.3494396,0.491336016,0.149215909,NA,NA,84,2,0.7485,"Teucrium gnaphalodes"
"1614",273,"84_2","Ciempozuelos","Spain",2,"Stipa","barbata",14.25111111,36.18301207,0.715001309,1.97522657,37,2035,84,2,0.7485,"Stipa barbata"
"1616",273,"84_2","Ciempozuelos","Spain",2,"Matthiola","fruticulosa",3.239444444,95.13163187,0.369680506,0.292819671,20,119,84,2,0.7485,"Matthiola fruticulosa"
"1618",274,"84_3","Ciempozuelos","Spain",3,"Helianthemum","asperum",1.411,83.91872394,0.424402084,0.266711106,20,1178,84,1,0.7474,"Helianthemum asperum"
"1619",274,"84_3","Ciempozuelos","Spain",3,"Stipa","parviflora",9.6525,34.31095101,0.700981404,7.535,27,630,84,1,0.7474,"Stipa parviflora"
"1620",274,"84_3","Ciempozuelos","Spain",3,"Helianthemum","hirtum",1.15,75.25621871,0.403405703,0.216066035,22,588,84,1,0.7474,"Helianthemum hirtum"
"1622",274,"84_3","Ciempozuelos","Spain",3,"Teucrium","gnaphalodes",0.7,60.99744246,0.497139224,0.078196721,4,200,84,1,0.7474,"Teucrium gnaphalodes"
"1623",274,"84_3","Ciempozuelos","Spain",3,"Stipa","barbata",14.25882353,39.03489922,0.684029772,1.360646165,35,1800,84,1,0.7474,"Stipa barbata"
"1624",274,"84_3","Ciempozuelos","Spain",3,"Matthiola","fruticulosa",3.236666667,96.78578778,0.288565589,0.241455552,20,192,84,1,0.7474,"Matthiola fruticulosa"
"1625",274,"84_3","Ciempozuelos","Spain",3,"Plantago","albicans",5.879,89.15716863,0.289571393,1.512449219,8,108,84,1,0.7474,"Plantago albicans"
"1627",274,"84_3","Ciempozuelos","Spain",3,"Coronilla","minima",3.395,73.02476169,0.354668194,0.850556486,25,1672,84,1,0.7474,"Coronilla minima"
"1628",274,"84_3","Ciempozuelos","Spain",3,"Stipa","tenacissima",56,17.04460155,0.650965909,19.528,90,16900,84,1,0.7474,"Stipa tenacissima"
"1629",274,"84_3","Ciempozuelos","Spain",3,"Helianthemum","small",0.585,68.05178152,0.467363007,0.052140495,14,374,84,1,0.7474,"Helianthemum small"
"1630",274,"84_3","Ciempozuelos","Spain",3,"Thymus","zygis",0.686470588,81.56140557,0.448904075,0.040750214,30,4800,84,1,0.7474,"Thymus zygis"
"1631",274,"84_3","Ciempozuelos","Spain",3,"Genista","scorpius",0.51,96.78325547,0.419620949,0.077110632,60,3000,84,1,0.7474,"Genista scorpius"
"1633",274,"84_3","Ciempozuelos","Spain",3,"Teucrium","capitatum",0.8975,100.9398463,0.415705315,0.13573068,23,1085,84,1,0.7474,"Teucrium capitatum"
"1636",274,"84_3","Ciempozuelos","Spain",3,"Phlomis","lychnitis",6.951666667,75.79828699,0.382106068,2.366320521,41,3570,84,1,0.7474,"Phlomis lychnitis"
"1637",274,"84_3","Ciempozuelos","Spain",3,"Helianthemum","squamatum",1.94,53.58237548,0.272527932,1.3985,20,110,84,1,0.7474,"Helianthemum squamatum"
"1640",274,"84_3","Ciempozuelos","Spain",3,"Koeleria","vallesiana",6.39,34.68454259,0.702882483,0.244333333,5,96,84,1,0.7474,"Koeleria vallesiana"
"1641",274,"84_3","Ciempozuelos","Spain",3,"Hedysarum","boveanum",8.551666667,53.35540843,0.372507848,2.525278571,15,621,84,1,0.7474,"Hedysarum boveanum"
"1642",274,"84_3","Ciempozuelos","Spain",3,"Astragalus","incanus",7.095,69.12618012,0.312295631,4.009604167,9,360,84,1,0.7474,"Astragalus incanus"
"1644",289,"89_1","Monsul","Spain",1,"Lavandula","multifida",2.635,250.5781974,0.201296086,2.0517375,15,270,89,3,0.8575,"Lavandula multifida"
"1648",289,"89_1","Monsul","Spain",1,"Phlomis","purpurea",NA,NA,NA,NA,NA,NA,89,3,0.8575,"Phlomis purpurea"
"1652",289,"89_1","Monsul","Spain",1,"Phlomis","lychnitis",NA,NA,NA,NA,NA,NA,89,3,0.8575,"Phlomis lychnitis"
"1653",289,"89_1","Monsul","Spain",1,"Launaea","lanifera",14.05333333,239.8058859,0.130531579,8.724555556,80,3000,89,3,0.8575,"Launaea lanifera"
"1656",289,"89_1","Monsul","Spain",1,"Asparagus","horridus",NA,NA,0.71278826,NA,26,420,89,3,0.8575,"Asparagus horridus"
"1658",289,"89_1","Monsul","Spain",1,"Tussock","sp.",NA,NA,NA,NA,NA,NA,89,3,0.8575,"Tussock sp."
"1664",290,"89_2","Monsul","Spain",2,"Launaea","lanifera",16.38833333,219.5792549,0.157774987,11.364125,60,15600,89,2,0.8531,"Launaea lanifera"
"1668",290,"89_2","Monsul","Spain",2,"Asparagus","horridus",NA,NA,0.79365947,NA,8,1000,89,2,0.8531,"Asparagus horridus"
"1677",290,"89_2","Monsul","Spain",2,"Lavandula","multifida",3.14625,213.8202128,0.214593323,1.815020833,30,500,89,2,0.8531,"Lavandula multifida"
"1682",291,"89_3","Monsul","Spain",3,"Genista","ramosissima",6.656666667,103.1245212,0.259234452,1.489217593,58,6400,89,1,0.8531,"Genista ramosissima"
"1685",291,"89_3","Monsul","Spain",3,"Genista","haenseleri",1.051,167.7189558,0.244268192,0.075507017,NA,NA,89,1,0.8531,"Genista haenseleri"
"1692",291,"89_3","Monsul","Spain",3,"Lavandula","multifida",3.99,329.6563574,0.180129991,2.39825,14,40,89,1,0.8531,"Lavandula multifida"
"1695",291,"89_3","Monsul","Spain",3,"Ballota","hirsuta",NA,NA,NA,NA,NA,NA,89,1,0.8531,"Ballota hirsuta"
"1701",292,"89_4","Monsul","Spain",4,"Genista","ramosissima",22.1825,28.72592734,0.378545427,4.03725,72,13455,89,0,0.8531,"Genista ramosissima"
"1702",292,"89_4","Monsul","Spain",4,"Ballota","hirsuta",2.7,218.9093137,0.334056577,5.954333333,38,500,89,0,0.8531,"Ballota hirsuta"
"1703",292,"89_4","Monsul","Spain",4,"Helianthemum","almeriense",NA,NA,NA,NA,NA,NA,89,0,0.8531,"Helianthemum almeriense"
"1705",292,"89_4","Monsul","Spain",4,"Launaea","lanifera",13.12666667,239.6723759,0.167153846,8.648527778,45,6552,89,0,0.8531,"Launaea lanifera"
"1707",292,"89_4","Monsul","Spain",4,"Genista","haenseleri",1.378181818,99.65746061,0.251956089,0.115229648,80,17250,89,0,0.8531,"Genista haenseleri"
"1708",292,"89_4","Monsul","Spain",4,"Asparagus","albus",1.43,128.125,0.284775465,0.091896552,54,7500,89,0,0.8531,"Asparagus albus"
"1710",292,"89_4","Monsul","Spain",4,"Lavatera","maritima",2.245,136.8004372,0.331217442,3.853416667,65,6400,89,0,0.8531,"Lavatera maritima"
"1714",292,"89_4","Monsul","Spain",4,"Lycium","intricatum",1.78,154.6743295,0.122311261,0.1835,35,2680,89,0,0.8531,"Lycium intricatum"
"1718",292,"89_4","Monsul","Spain",4,"Phagnalon","sp.",NA,NA,NA,NA,NA,NA,89,0,0.8531,"Phagnalon sp."
"1722",292,"89_4","Monsul","Spain",4,"Phlomis","purpurea",7.9,132.7347243,0.259008357,8.9065,20,810,89,0,0.8531,"Phlomis purpurea"
"1725",292,"89_4","Monsul","Spain",4,"Ulex","sp.",6.21,24.06789093,0.859973201,8.65,NA,NA,89,0,0.8531,"Ulex sp."
"1726",292,"89_4","Monsul","Spain",4,"Lavandula","multifida",2.6,223.3240943,0.230798443,1.430833333,14,900,89,0,0.8531,"Lavandula multifida"
"1729",292,"89_4","Monsul","Spain",4,"Asparagus","horridus",6.836,24.28640556,0.852346071,3.88749,35,432,89,0,0.8531,"Asparagus horridus"
"1730",292,"89_4","Monsul","Spain",4,"Sideritis","hirsuta",2.976666667,207.8569755,0.252725904,1.217138889,22,620,89,0,0.8531,"Sideritis hirsuta"
"1732",293,"90_1","Puerto de las Coberteras","Spain",1,"Eryngium","campestre",6.12,68.45749475,0.278559978,18.3420625,25,180,90,3,0.6304,"Eryngium campestre"
"1733",293,"90_1","Puerto de las Coberteras","Spain",1,"Helianthemum","apenninum",1.262,135.8374475,0.338181174,0.294118037,6,80,90,3,0.6304,"Helianthemum apenninum"
"1734",293,"90_1","Puerto de las Coberteras","Spain",1,"Thymus","zygis",0.7175,156.0983505,0.335201656,0.078067426,18,992,90,3,0.6304,"Thymus zygis"
"1737",293,"90_1","Puerto de las Coberteras","Spain",1,"Crataegus","monogyna",2.67,147.4796748,0.438415842,1.6326,55,3750,90,3,0.6304,"Crataegus monogyna"
"1738",293,"90_1","Puerto de las Coberteras","Spain",1,"Quercus","ilex",2.966363636,76.27385121,0.509879145,3.105974242,500,217500,90,3,0.6304,"Quercus ilex"
"1739",293,"90_1","Puerto de las Coberteras","Spain",1,"Thymelaea","pubescens",NA,NA,NA,NA,NA,NA,90,3,0.6304,"Thymelaea pubescens"
"1740",293,"90_1","Puerto de las Coberteras","Spain",1,"Helianthemum","frigidulum",1.675,81.0619805,0.357524776,0.514179956,5,180,90,3,0.6304,"Helianthemum frigidulum"
"1741",293,"90_1","Puerto de las Coberteras","Spain",1,"Carlina","hispanica",4.535,116.0855441,0.259613404,6.136104167,25,580,90,3,0.6304,"Carlina hispanica"
"1742",293,"90_1","Puerto de las Coberteras","Spain",1,"Berberis","hispanica",2.39,132.3902138,0.374550172,1.60925,50,2950,90,3,0.6304,"Berberis hispanica"
"1744",293,"90_1","Puerto de las Coberteras","Spain",1,"Rosa","pouzinii",1.5,190.4621849,0.414634146,0.566625,10,80,90,3,0.6304,"Rosa pouzinii"
"1745",293,"90_1","Puerto de las Coberteras","Spain",1,"Juniperus","oxycedrus",1.96,92.96493092,0.619078947,0.336461538,400,46800,90,3,0.6304,"Juniperus oxycedrus"
"1746",293,"90_1","Puerto de las Coberteras","Spain",1,"Echinospartum","boissieri",0.935,142.6680908,0.397878846,0.087770396,30,2250,90,3,0.6304,"Echinospartum boissieri"
"1748",293,"90_1","Puerto de las Coberteras","Spain",1,"Lavandula","latifolia",4.336666667,126.4818876,0.248376416,1.332431448,37,1650,90,3,0.6304,"Lavandula latifolia"
"1749",293,"90_1","Puerto de las Coberteras","Spain",1,"Hormathophylla","spinosa",4.57,116.040522,0.377849973,0.775638297,38,2750,90,3,0.6304,"Hormathophylla spinosa"
"1750",293,"90_1","Puerto de las Coberteras","Spain",1,"Fumana","ericifolia",1.003333333,83.26457471,0.398479361,0.074847987,4,33,90,3,0.6304,"Fumana ericifolia"
"1751",293,"90_1","Puerto de las Coberteras","Spain",1,"Thymus","mastichina",1.25,142.3166667,0.330943188,0.224710526,16,360,90,3,0.6304,"Thymus mastichina"
"1752",293,"90_1","Puerto de las Coberteras","Spain",1,"Rhamnus","myrtifolia",1.586,154.594075,0.453634375,0.796757222,50,4500,90,3,0.6304,"Rhamnus myrtifolia"
"1753",293,"90_1","Puerto de las Coberteras","Spain",1,"Hippocrepis","bourgaei",1.835,117.4143787,0.333910299,0.458040513,NA,NA,90,3,0.6304,"Hippocrepis bourgaei"
"1754",293,"90_1","Puerto de las Coberteras","Spain",1,"Daphne","gnidium",3.12,123.6901086,0.307519875,0.704853175,70,7200,90,3,0.6304,"Daphne gnidium"
"1756",293,"90_1","Puerto de las Coberteras","Spain",1,"Genista","cinerea",NA,NA,NA,NA,NA,NA,90,3,0.6304,"Genista cinerea"
"1758",293,"90_1","Puerto de las Coberteras","Spain",1,"Linum","appressum",NA,NA,NA,NA,NA,NA,90,3,0.6304,"Linum appressum"
"1759",293,"90_1","Puerto de las Coberteras","Spain",1,"Phlomis","lychnitis",9.09,135.1431306,0.284996322,5.34114,NA,NA,90,3,0.6304,"Phlomis lychnitis"
"1760",294,"90_2","Puerto de las Coberteras","Spain",2,"Pistacia","terebinthus",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Pistacia terebinthus"
"1762",294,"90_2","Puerto de las Coberteras","Spain",2,"Crataegus","monogyna",3.322857143,167.1437091,0.459978792,2.223228571,96,25715,90,2,0.6682,"Crataegus monogyna"
"1763",294,"90_2","Puerto de las Coberteras","Spain",2,"Acer","monspessulanum",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Acer monspessulanum"
"1764",294,"90_2","Puerto de las Coberteras","Spain",2,"Quercus","faginea",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Quercus faginea"
"1765",294,"90_2","Puerto de las Coberteras","Spain",2,"Thymus","mastichina",1.396666667,200.5983929,0.266763304,0.279267036,36,1696,90,2,0.6682,"Thymus mastichina"
"1766",294,"90_2","Puerto de las Coberteras","Spain",2,"Quercus","ilex",4.354444444,77.13664062,0.497553168,5.011274074,700,420000,90,2,0.6682,"Quercus ilex"
"1767",294,"90_2","Puerto de las Coberteras","Spain",2,"Helleborus","foetidus",23.07,106.3093754,0.291169355,76.766,30,1258,90,2,0.6682,"Helleborus foetidus"
"1768",294,"90_2","Puerto de las Coberteras","Spain",2,"Berberis","hispanica",2.94,194.055897,0.335540839,1.7602,120,14940,90,2,0.6682,"Berberis hispanica"
"1769",294,"90_2","Puerto de las Coberteras","Spain",2,"Hedera","helix",4.406666667,181.3639543,0.321236304,4.837155556,9,4380,90,2,0.6682,"Hedera helix"
"1770",294,"90_2","Puerto de las Coberteras","Spain",2,"Eryngium","campestre",12.91111111,73.09157365,0.348468628,67.65111111,19,540,90,2,0.6682,"Eryngium campestre"
"1771",294,"90_2","Puerto de las Coberteras","Spain",2,"Juniperus","oxycedrus",2.395,111.4626866,0.416510481,0.359264957,84,9405,90,2,0.6682,"Juniperus oxycedrus"
"1772",294,"90_2","Puerto de las Coberteras","Spain",2,"Carlina","hispanica",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Carlina hispanica"
"1773",294,"90_2","Puerto de las Coberteras","Spain",2,"Rosa","pouzinii",4.62,272.322503,0.340853158,5.6575,8,120,90,2,0.6682,"Rosa pouzinii"
"1775",294,"90_2","Puerto de las Coberteras","Spain",2,"Lonicera","arborea",3.6,279.9471294,0.282997452,2.88245,18,272,90,2,0.6682,"Lonicera arborea"
"1776",294,"90_2","Puerto de las Coberteras","Spain",2,"Hippocrepis","bourgaei",5.63,146.6809422,0.307034845,1.7125,4,195,90,2,0.6682,"Hippocrepis bourgaei"
"1777",294,"90_2","Puerto de las Coberteras","Spain",2,"Genista","cinerea",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Genista cinerea"
"1778",294,"90_2","Puerto de las Coberteras","Spain",2,"Hormathophylla","spinosa",NA,NA,NA,NA,NA,NA,90,2,0.6682,"Hormathophylla spinosa"
"1779",295,"90_3","Puerto de las Coberteras","Spain",3,"Lonicera","arborea",6.79,494.5518868,0.205825243,10.4845,65,2000,90,1,0.6278,"Lonicera arborea"
"1780",295,"90_3","Puerto de las Coberteras","Spain",3,"Rhamnus","saxatilis",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Rhamnus saxatilis"
"1781",295,"90_3","Puerto de las Coberteras","Spain",3,"Acer","monspessulanum",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Acer monspessulanum"
"1782",295,"90_3","Puerto de las Coberteras","Spain",3,"Teucrium","polium",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Teucrium polium"
"1783",295,"90_3","Puerto de las Coberteras","Spain",3,"Quercus","faginea",3.3225,108.6393139,0.508324631,3.595095238,40,750,90,1,0.6278,"Quercus faginea"
"1784",295,"90_3","Puerto de las Coberteras","Spain",3,"Carlina","hispanica",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Carlina hispanica"
"1785",295,"90_3","Puerto de las Coberteras","Spain",3,"Cistus","albidus",NA,NA,NA,NA,NA,NA,90,1,0.6278,"Cistus albidus"
"1786",295,"90_3","Puerto de las Coberteras","Spain",3,"Helianthemum","apenninum",1.22,137.6243094,0.309401709,0.311375,15,300,90,1,0.6278,"Helianthemum apenninum"
